Number,Legs,Wings,Gender,Length,Height,Weight,Environment,Classification
9534,4,2,Female,260,145,1462.5,cave,Drake
9535,4,6,Female,790,270,4443.75,volcanoes,Dragon
9536,0,0,Female,1293,36,7273.125,cave,Wyrm
9537,4,0,Male,906,68,5096.25,air,Serpent
9538,0,0,Male,1125,46,6328.125,cave,Wyrm
9539,0,0,Female,1290,47,7256.25,swamp,Wyrm
9540,4,2,Male,884,83,4972.5,air,Flying Serpent
9541,0,0,Female,1293,48,7273.125,cave,Wyrm
9542,4,0,Male,979,71,5506.875,air,Serpent
9543,2,2,Female,436,289,2452.5,volcanoes,Wyvern
9544,4,4,Female,573,555,3223.125,mountain,Dragon
9545,4,0,Male,897,78,5045.625,air,Serpent
9546,2,4,Female,564,206,3172.5,volcanoes,Wyvern
9547,4,2,Female,248,119,1395.0,cave,Drake
9548,0,0,Female,1004,38,5647.5,swamp,Wyrm
9549,2,2,Female,388,160,2182.5,volcanoes,Wyvern
9550,4,2,Male,436,370,2452.5,volcanoes,Dragon
9551,4,2,Male,497,335,2795.625,cave,Dragon
9552,4,2,Male,178,97,1001.25,woods,Drake
9553,2,2,Female,240,142,1350.0,woods,Drake
9554,2,2,Female,525,276,2953.125,volcanoes,Wyvern
9555,2,4,Female,519,215,2919.375,volcanoes,Wyvern
9556,4,4,Female,741,383,4168.125,cave,Dragon
9557,4,2,Female,974,82,5478.75,air,Flying Serpent
9558,4,2,Male,670,89,3768.75,air,Flying Serpent
9559,0,0,Male,903,55,5079.375,cave,Wyrm
9560,2,2,Female,396,187,2227.5,volcanoes,Wyvern
9561,4,2,Female,982,81,5523.75,air,Flying Serpent
9562,4,4,Male,603,214,3391.875,volcanoes,Dragon
9563,4,0,Male,720,74,4050.0,air,Serpent
9564,4,0,Male,723,66,4066.875,air,Serpent
9565,0,0,Male,1178,62,6626.25,cave,Wyrm
9566,4,0,Male,643,77,3616.875,water,Serpent
9567,4,0,Female,973,60,5473.125,water,Serpent
9568,0,0,Female,1273,49,7160.625,swamp,Wyrm
9569,4,6,Female,805,560,4528.125,mountain,Dragon
9570,2,2,Male,218,100,1226.25,volcanoes,Drake
9571,0,0,Female,1015,38,5709.375,cave,Wyrm
9572,2,2,Female,262,161,1473.75,woods,Drake
9573,4,2,Male,198,149,1113.75,air,Drake
9574,2,4,Female,463,295,2604.375,volcanoes,Wyvern
9575,4,6,Male,560,557,3150.0,mountain,Dragon
9576,4,0,Male,689,67,3875.625,air,Serpent
9577,4,2,Male,185,106,1040.625,cave,Drake
9578,0,0,Male,1159,46,6519.375,cave,Wyrm
9579,4,6,Female,669,353,3763.125,volcanoes,Dragon
9580,4,0,Male,787,70,4426.875,water,Serpent
9581,2,2,Male,317,139,1783.125,volcanoes,Wyvern
9582,2,2,Female,237,127,1333.125,volcanoes,Drake
9583,4,2,Male,188,115,1057.5,cave,Drake
9584,0,0,Female,1340,41,7537.5,swamp,Wyrm
9585,2,2,Female,385,155,2165.625,volcanoes,Wyvern
9586,2,4,Female,424,210,2385.0,volcanoes,Wyvern
9587,4,2,Male,780,95,4387.5,air,Flying Serpent
9588,4,2,Male,550,504,3093.75,volcanoes,Dragon
9589,4,6,Male,487,426,2739.375,mountain,Dragon
9590,4,2,Female,798,70,4488.75,air,Flying Serpent
9591,4,0,Male,764,72,4297.5,air,Serpent
9592,4,0,Male,934,77,5253.75,air,Serpent
9593,4,2,Female,693,368,3898.125,cave,Dragon
9594,4,2,Female,1020,81,5737.5,air,Flying Serpent
9595,0,0,Female,1329,48,7475.625,cave,Wyrm
9596,0,0,Male,901,56,5068.125,swamp,Wyrm
9597,2,4,Female,349,242,1963.125,volcanoes,Wyvern
9598,4,2,Female,899,78,5056.875,air,Flying Serpent
9599,4,6,Male,588,537,3307.5,mountain,Dragon
9600,2,2,Female,418,170,2351.25,volcanoes,Wyvern
9601,4,4,Female,585,574,3290.625,volcanoes,Dragon
9602,4,6,Male,608,234,3420.0,cave,Dragon
9603,0,0,Female,1204,37,6772.5,swamp,Wyrm
9604,4,2,Female,226,129,1271.25,air,Drake
9605,4,2,Male,604,88,3397.5,air,Flying Serpent
9606,4,4,Male,420,206,2362.5,cave,Dragon
9607,4,6,Female,611,406,3436.875,mountain,Dragon
9608,4,2,Female,920,67,5175.0,air,Flying Serpent
9609,4,2,Female,845,71,4753.125,air,Flying Serpent
9610,4,2,Male,556,336,3127.5,mountain,Dragon
9611,2,2,Male,198,140,1113.75,mountain,Drake
9612,2,4,Female,374,211,2103.75,volcanoes,Wyvern
9613,4,0,Male,717,66,4033.125,water,Serpent
9614,2,2,Male,212,129,1192.5,air,Drake
9615,4,0,Male,915,68,5146.875,water,Serpent
9616,0,0,Male,939,62,5281.875,swamp,Wyrm
9617,4,6,Male,515,515,2896.875,mountain,Dragon
9618,2,2,Female,253,118,1423.125,air,Drake
9619,4,6,Female,505,283,2840.625,volcanoes,Dragon
9620,0,0,Female,1161,43,6530.625,swamp,Wyrm
9621,4,2,Female,258,125,1451.25,woods,Drake
9622,4,0,Female,844,68,4747.5,water,Serpent
9623,4,0,Male,692,72,3892.5,air,Serpent
9624,2,4,Male,248,179,1395.0,volcanoes,Wyvern
9625,4,0,Male,705,79,3965.625,air,Serpent
9626,4,2,Female,828,84,4657.5,air,Flying Serpent
9627,0,0,Male,836,54,4702.5,cave,Wyrm
9628,0,0,Female,1021,41,5743.125,cave,Wyrm
9629,4,2,Male,218,111,1226.25,air,Drake
9630,4,2,Female,237,155,1333.125,volcanoes,Drake
9631,4,2,Male,199,122,1119.375,woods,Drake
9632,2,2,Male,382,186,2148.75,volcanoes,Wyvern
9633,4,6,Female,698,492,3926.25,cave,Dragon
9634,4,0,Male,1003,67,5641.875,water,Serpent
9635,2,2,Male,178,141,1001.25,volcanoes,Drake
9636,0,0,Female,968,46,5445.0,swamp,Wyrm
9637,4,4,Male,531,397,2986.875,cave,Dragon
9638,4,2,Female,1058,70,5951.25,air,Flying Serpent
9639,4,0,Female,1049,57,5900.625,air,Serpent
9640,2,2,Male,420,178,2362.5,volcanoes,Wyvern
9641,4,2,Male,396,242,2227.5,mountain,Dragon
9642,4,2,Female,974,83,5478.75,air,Flying Serpent
9643,0,0,Female,1019,37,5731.875,swamp,Wyrm
9644,4,0,Female,845,50,4753.125,water,Serpent
9645,4,0,Male,895,66,5034.375,air,Serpent
9646,2,2,Female,433,182,2435.625,volcanoes,Wyvern
9647,4,4,Male,502,299,2823.75,cave,Dragon
9648,2,2,Male,274,129,1541.25,volcanoes,Wyvern
9649,0,0,Female,1113,44,6260.625,cave,Wyrm
9650,4,2,Male,476,220,2677.5,volcanoes,Dragon
9651,4,6,Male,422,342,2373.75,cave,Dragon
9652,2,2,Female,226,143,1271.25,desert,Drake
9653,4,2,Female,247,136,1389.375,volcanoes,Drake
9654,0,0,Male,1065,45,5990.625,swamp,Wyrm
9655,0,0,Female,1342,36,7548.75,cave,Wyrm
9656,4,2,Female,860,67,4837.5,air,Flying Serpent
9657,4,0,Female,1117,63,6283.125,water,Serpent
9658,4,6,Male,430,500,2418.75,volcanoes,Dragon
9659,4,0,Female,1141,71,6418.125,air,Serpent
9660,2,4,Male,365,140,2053.125,volcanoes,Wyvern
9661,4,2,Female,217,174,1220.625,woods,Drake
9662,4,2,Female,609,481,3425.625,cave,Dragon
9663,4,0,Female,1044,59,5872.5,air,Serpent
9664,4,4,Male,523,476,2941.875,cave,Dragon
9665,2,2,Female,257,168,1445.625,air,Drake
9666,4,2,Male,845,89,4753.125,air,Flying Serpent
9667,0,0,Female,1204,49,6772.5,swamp,Wyrm
9668,0,0,Female,1354,48,7616.25,swamp,Wyrm
9669,2,4,Female,593,164,3335.625,volcanoes,Wyvern
9670,0,0,Male,1224,49,6885.0,cave,Wyrm
9671,4,2,Male,718,84,4038.75,air,Flying Serpent
9672,4,2,Male,614,203,3453.75,cave,Dragon
9673,4,6,Female,654,525,3678.75,volcanoes,Dragon
9674,2,2,Male,370,224,2081.25,volcanoes,Wyvern
9675,4,0,Male,893,66,5023.125,water,Serpent
9676,4,0,Male,601,70,3380.625,water,Serpent
9677,4,6,Male,434,396,2441.25,volcanoes,Dragon
9678,4,2,Male,710,84,3993.75,air,Flying Serpent
9679,2,2,Male,253,154,1423.125,volcanoes,Wyvern
9680,4,2,Male,178,116,1001.25,woods,Drake
9681,4,2,Female,845,69,4753.125,air,Flying Serpent
9682,4,2,Male,568,273,3195.0,volcanoes,Dragon
9683,4,6,Male,521,336,2930.625,volcanoes,Dragon
9684,4,2,Female,953,65,5360.625,air,Flying Serpent
9685,4,2,Female,679,74,3819.375,air,Flying Serpent
9686,4,2,Female,263,159,1479.375,cave,Drake
9687,4,0,Male,1014,79,5703.75,air,Serpent
9688,4,2,Female,227,120,1276.875,mountain,Drake
9689,2,2,Female,459,252,2581.875,volcanoes,Wyvern
9690,2,2,Male,248,171,1395.0,volcanoes,Wyvern
9691,2,4,Female,509,273,2863.125,volcanoes,Wyvern
9692,4,2,Female,934,70,5253.75,air,Flying Serpent
9693,2,2,Female,476,224,2677.5,volcanoes,Wyvern
9694,0,0,Male,1036,57,5827.5,swamp,Wyrm
9695,0,0,Male,1112,60,6255.0,swamp,Wyrm
9696,0,0,Male,870,45,4893.75,cave,Wyrm
9697,2,4,Female,598,186,3363.75,volcanoes,Wyvern
9698,4,4,Male,442,543,2486.25,cave,Dragon
9699,4,2,Female,249,165,1400.625,volcanoes,Drake
9700,4,4,Female,542,536,3048.75,volcanoes,Dragon
9701,4,2,Female,258,124,1451.25,volcanoes,Drake
9702,2,4,Female,343,293,1929.375,volcanoes,Wyvern
9703,4,2,Male,669,91,3763.125,air,Flying Serpent
9704,0,0,Male,965,62,5428.125,swamp,Wyrm
9705,2,2,Female,224,147,1260.0,volcanoes,Drake
9706,4,0,Male,616,70,3465.0,water,Serpent
9707,4,2,Female,759,547,4269.375,volcanoes,Dragon
9708,2,2,Female,365,260,2053.125,volcanoes,Wyvern
9709,2,4,Female,565,196,3178.125,volcanoes,Wyvern
9710,0,0,Female,1237,35,6958.125,swamp,Wyrm
9711,4,2,Female,230,117,1293.75,mountain,Drake
9712,0,0,Female,1210,43,6806.25,cave,Wyrm
9713,4,0,Female,1127,65,6339.375,air,Serpent
9714,4,2,Female,250,169,1406.25,mountain,Drake
9715,4,2,Female,233,126,1310.625,cave,Drake
9716,2,2,Female,568,182,3195.0,volcanoes,Wyvern
9717,2,4,Female,490,274,2756.25,volcanoes,Wyvern
9718,0,0,Female,1029,38,5788.125,cave,Wyrm
9719,4,2,Female,238,146,1338.75,woods,Drake
9720,4,2,Male,697,75,3920.625,air,Flying Serpent
9721,4,4,Male,580,457,3262.5,mountain,Dragon
9722,2,2,Female,285,288,1603.125,volcanoes,Wyvern
9723,4,0,Male,969,70,5450.625,air,Serpent
9724,2,2,Male,177,132,995.625,volcanoes,Drake
9725,4,2,Female,805,339,4528.125,mountain,Dragon
9726,4,2,Male,529,503,2975.625,mountain,Dragon
9727,4,4,Female,815,500,4584.375,volcanoes,Dragon
9728,4,0,Male,636,73,3577.5,water,Serpent
9729,2,2,Female,248,168,1395.0,cave,Drake
9730,4,0,Male,821,71,4618.125,water,Serpent
9731,4,6,Female,806,283,4533.75,mountain,Dragon
9732,0,0,Female,1048,40,5895.0,swamp,Wyrm
9733,4,4,Male,484,377,2722.5,mountain,Dragon
9734,4,2,Male,868,99,4882.5,air,Flying Serpent
9735,0,0,Male,974,53,5478.75,cave,Wyrm
9736,2,4,Male,286,172,1608.75,volcanoes,Wyvern
9737,4,0,Male,840,67,4725.0,water,Serpent
9738,4,4,Female,785,297,4415.625,cave,Dragon
9739,4,4,Male,502,585,2823.75,mountain,Dragon
9740,0,0,Female,995,39,5596.875,cave,Wyrm
9741,2,2,Female,244,135,1372.5,volcanoes,Drake
9742,4,2,Male,213,102,1198.125,mountain,Drake
9743,4,0,Male,872,74,4905.0,water,Serpent
9744,4,2,Male,206,117,1158.75,cave,Drake
9745,2,2,Male,402,190,2261.25,volcanoes,Wyvern
9746,0,0,Male,1167,48,6564.375,cave,Wyrm
9747,2,4,Female,539,243,3031.875,volcanoes,Wyvern
9748,4,0,Male,678,69,3813.75,air,Serpent
9749,2,2,Female,250,168,1406.25,cave,Drake
9750,2,2,Female,340,155,1912.5,volcanoes,Wyvern
9751,2,2,Female,375,177,2109.375,volcanoes,Wyvern
9752,4,6,Male,421,288,2368.125,volcanoes,Dragon
9753,0,0,Female,982,42,5523.75,swamp,Wyrm
9754,0,0,Female,1015,36,5709.375,swamp,Wyrm
9755,2,4,Male,412,174,2317.5,volcanoes,Wyvern
9756,4,2,Male,221,93,1243.125,woods,Drake
9757,0,0,Male,1101,55,6193.125,swamp,Wyrm
9758,4,6,Female,641,508,3605.625,cave,Dragon
9759,4,4,Female,543,403,3054.375,cave,Dragon
9760,4,6,Female,533,371,2998.125,volcanoes,Dragon
9761,4,0,Female,697,67,3920.625,water,Serpent
9762,4,6,Male,532,247,2992.5,mountain,Dragon
9763,4,0,Female,792,55,4455.0,air,Serpent
9764,4,6,Male,455,403,2559.375,volcanoes,Dragon
9765,4,2,Male,206,107,1158.75,cave,Drake
9766,2,2,Female,262,162,1473.75,desert,Drake
9767,0,0,Female,1013,46,5698.125,cave,Wyrm
9768,0,0,Female,1194,38,6716.25,cave,Wyrm
9769,4,2,Male,207,98,1164.375,air,Drake
9770,0,0,Female,1369,39,7700.625,cave,Wyrm
9771,2,4,Male,347,139,1951.875,volcanoes,Wyvern
9772,2,2,Female,235,145,1321.875,desert,Drake
9773,4,6,Female,607,607,3414.375,cave,Dragon
9774,2,4,Female,377,260,2120.625,volcanoes,Wyvern
9775,4,2,Female,866,65,4871.25,air,Flying Serpent
9776,4,4,Male,461,571,2593.125,volcanoes,Dragon
9777,0,0,Male,967,50,5439.375,cave,Wyrm
9778,4,2,Male,211,122,1186.875,volcanoes,Drake
9779,2,2,Female,251,287,1411.875,volcanoes,Wyvern
9780,4,0,Male,826,77,4646.25,air,Serpent
9781,0,0,Female,997,38,5608.125,cave,Wyrm
9782,4,2,Female,733,68,4123.125,air,Flying Serpent
9783,4,2,Female,927,66,5214.375,air,Flying Serpent
9784,0,0,Female,1091,48,6136.875,swamp,Wyrm
9785,4,2,Male,210,134,1181.25,woods,Drake
9786,4,4,Male,429,516,2413.125,cave,Dragon
9787,4,0,Female,823,62,4629.375,air,Serpent
9788,4,6,Male,421,388,2368.125,cave,Dragon
9789,2,2,Male,189,91,1063.125,mountain,Drake
9790,2,2,Male,177,149,995.625,air,Drake
9791,4,0,Male,1021,72,5743.125,air,Serpent
9792,4,2,Female,1063,66,5979.375,air,Flying Serpent
9793,2,2,Female,259,140,1456.875,desert,Drake
9794,4,2,Male,829,92,4663.125,air,Flying Serpent
9795,2,2,Female,236,161,1327.5,mountain,Drake
9796,4,2,Male,559,336,3144.375,mountain,Dragon
9797,4,0,Male,712,66,4005.0,water,Serpent
9798,4,2,Male,605,83,3403.125,air,Flying Serpent
9799,4,2,Female,249,169,1400.625,cave,Drake
9800,0,0,Female,1077,37,6058.125,cave,Wyrm
9801,4,0,Male,700,67,3937.5,water,Serpent
9802,4,4,Female,523,258,2941.875,cave,Dragon
9803,2,2,Male,263,206,1479.375,volcanoes,Wyvern
9804,0,0,Male,956,62,5377.5,cave,Wyrm
9805,4,6,Female,700,486,3937.5,cave,Dragon
9806,4,0,Female,1044,74,5872.5,water,Serpent
9807,4,2,Male,819,81,4606.875,air,Flying Serpent
9808,2,2,Female,251,127,1411.875,cave,Drake
9809,4,4,Female,711,528,3999.375,cave,Dragon
9810,0,0,Female,1086,35,6108.75,swamp,Wyrm
9811,4,0,Male,842,72,4736.25,air,Serpent
9812,4,2,Male,857,90,4820.625,air,Flying Serpent
9813,4,2,Male,496,552,2790.0,cave,Dragon
9814,0,0,Male,945,56,5315.625,cave,Wyrm
9815,4,2,Male,215,130,1209.375,desert,Drake
9816,4,2,Male,194,119,1091.25,woods,Drake
9817,4,4,Female,545,331,3065.625,volcanoes,Dragon
9818,4,2,Female,1038,73,5838.75,air,Flying Serpent
9819,0,0,Male,1196,52,6727.5,cave,Wyrm
9820,4,2,Female,949,74,5338.125,air,Flying Serpent
9821,4,2,Male,532,397,2992.5,mountain,Dragon
9822,4,0,Female,928,53,5220.0,air,Serpent
9823,0,0,Female,1331,43,7486.875,swamp,Wyrm
9824,4,4,Male,465,257,2615.625,mountain,Dragon
9825,4,0,Female,844,65,4747.5,water,Serpent
9826,4,0,Male,1010,74,5681.25,air,Serpent
9827,4,4,Male,402,555,2261.25,cave,Dragon
9828,0,0,Male,866,55,4871.25,cave,Wyrm
9829,0,0,Male,984,61,5535.0,swamp,Wyrm
9830,4,2,Female,226,133,1271.25,volcanoes,Drake
9831,0,0,Male,913,62,5135.625,swamp,Wyrm
9832,2,2,Female,243,138,1366.875,air,Drake
9833,4,6,Male,427,356,2401.875,volcanoes,Dragon
9834,2,4,Male,303,179,1704.375,volcanoes,Wyvern
9835,0,0,Female,1366,41,7683.75,cave,Wyrm
9836,4,2,Male,626,77,3521.25,air,Flying Serpent
9837,4,2,Female,603,443,3391.875,cave,Dragon
9838,0,0,Male,1242,46,6986.25,swamp,Wyrm
9839,4,0,Male,916,72,5152.5,air,Serpent
9840,0,0,Female,956,41,5377.5,cave,Wyrm
9841,4,2,Female,262,170,1473.75,mountain,Drake
9842,0,0,Male,926,46,5208.75,swamp,Wyrm
9843,2,2,Male,210,117,1181.25,air,Drake
9844,2,4,Female,474,244,2666.25,volcanoes,Wyvern
9845,4,6,Male,459,299,2581.875,cave,Dragon
9846,4,2,Male,844,89,4747.5,air,Flying Serpent
9847,0,0,Male,1069,62,6013.125,swamp,Wyrm
9848,4,6,Male,465,461,2615.625,cave,Dragon
9849,0,0,Female,1012,44,5692.5,swamp,Wyrm
9850,2,4,Female,295,178,1659.375,volcanoes,Wyvern
9851,0,0,Male,933,50,5248.125,cave,Wyrm
9852,4,4,Male,395,427,2221.875,cave,Dragon
9853,4,4,Male,407,339,2289.375,cave,Dragon
9854,2,2,Female,255,124,1434.375,woods,Drake
9855,4,2,Male,177,148,995.625,air,Drake
9856,4,0,Male,644,71,3622.5,water,Serpent
9857,4,0,Female,1147,51,6451.875,air,Serpent
9858,4,0,Female,1073,63,6035.625,air,Serpent
9859,4,4,Male,475,276,2671.875,volcanoes,Dragon
9860,4,6,Female,613,493,3448.125,cave,Dragon
9861,4,2,Female,242,123,1361.25,mountain,Drake
9862,4,6,Male,556,523,3127.5,volcanoes,Dragon
9863,2,4,Male,393,200,2210.625,volcanoes,Wyvern
9864,4,6,Male,542,213,3048.75,volcanoes,Dragon
9865,2,2,Male,203,133,1141.875,air,Drake
9866,4,0,Male,936,79,5265.0,water,Serpent
9867,0,0,Male,895,56,5034.375,cave,Wyrm
9868,4,2,Male,808,85,4545.0,air,Flying Serpent
9869,4,6,Male,542,373,3048.75,mountain,Dragon
9870,4,6,Male,504,454,2835.0,volcanoes,Dragon
9871,2,2,Male,199,141,1119.375,cave,Drake
9872,2,2,Male,231,177,1299.375,volcanoes,Wyvern
9873,2,2,Male,215,116,1209.375,mountain,Drake
9874,4,2,Female,893,84,5023.125,air,Flying Serpent
9875,4,2,Female,761,457,4280.625,cave,Dragon
9876,0,0,Female,1335,49,7509.375,swamp,Wyrm
9877,2,4,Male,418,190,2351.25,volcanoes,Wyvern
9878,4,4,Male,475,238,2671.875,cave,Dragon
9879,4,4,Female,629,468,3538.125,mountain,Dragon
9880,0,0,Female,1362,44,7661.25,cave,Wyrm
9881,4,2,Male,200,106,1125.0,mountain,Drake
9882,0,0,Female,1119,36,6294.375,swamp,Wyrm
9883,2,2,Female,264,173,1485.0,mountain,Drake
9884,2,2,Female,318,176,1788.75,volcanoes,Wyvern
9885,4,6,Male,473,359,2660.625,cave,Dragon
9886,4,2,Female,920,66,5175.0,air,Flying Serpent
9887,0,0,Female,1222,36,6873.75,swamp,Wyrm
9888,0,0,Male,1208,58,6795.0,swamp,Wyrm
9889,4,4,Female,595,297,3346.875,mountain,Dragon
9890,4,2,Female,921,77,5180.625,air,Flying Serpent
9891,4,0,Female,830,53,4668.75,water,Serpent
9892,4,2,Male,859,90,4831.875,air,Flying Serpent
9893,0,0,Male,882,52,4961.25,swamp,Wyrm
9894,0,0,Male,1034,59,5816.25,cave,Wyrm
9895,4,6,Female,531,427,2986.875,mountain,Dragon
9896,4,0,Female,1083,70,6091.875,water,Serpent
9897,4,2,Male,190,145,1068.75,volcanoes,Drake
9898,2,2,Female,562,158,3161.25,volcanoes,Wyvern
9899,4,2,Male,185,113,1040.625,volcanoes,Drake
9900,4,2,Female,511,335,2874.375,cave,Dragon
9901,4,4,Male,509,351,2863.125,volcanoes,Dragon
9902,4,0,Male,742,65,4173.75,air,Serpent
9903,4,4,Male,554,458,3116.25,volcanoes,Dragon
9904,0,0,Male,849,53,4775.625,swamp,Wyrm
9905,4,0,Male,618,73,3476.25,water,Serpent
9906,0,0,Male,1126,57,6333.75,swamp,Wyrm
9907,4,0,Female,810,50,4556.25,air,Serpent
9908,2,2,Male,217,127,1220.625,desert,Drake
9909,0,0,Male,945,58,5315.625,cave,Wyrm
9910,2,2,Male,196,149,1102.5,cave,Drake
9911,2,4,Female,497,198,2795.625,volcanoes,Wyvern
9912,4,2,Female,219,126,1231.875,volcanoes,Drake
9913,4,2,Male,619,84,3481.875,air,Flying Serpent
9914,4,0,Male,802,74,4511.25,air,Serpent
9915,4,2,Male,187,99,1051.875,air,Drake
9916,0,0,Male,1003,54,5641.875,cave,Wyrm
9917,4,0,Male,816,69,4590.0,air,Serpent
9918,2,2,Female,482,233,2711.25,volcanoes,Wyvern
9919,0,0,Male,1077,47,6058.125,swamp,Wyrm
9920,4,2,Female,1062,68,5973.75,air,Flying Serpent
9921,2,4,Female,582,294,3273.75,volcanoes,Wyvern
9922,4,2,Male,682,99,3836.25,air,Flying Serpent
9923,4,4,Male,551,346,3099.375,volcanoes,Dragon
9924,4,2,Female,223,145,1254.375,desert,Drake
9925,4,6,Male,442,532,2486.25,mountain,Dragon
9926,4,0,Female,1061,60,5968.125,water,Serpent
9927,4,0,Female,1060,52,5962.5,water,Serpent
9928,4,0,Male,897,69,5045.625,water,Serpent
9929,0,0,Female,1341,39,7543.125,cave,Wyrm
9930,4,0,Male,1009,76,5675.625,air,Serpent
9931,2,2,Male,182,126,1023.75,volcanoes,Drake
9932,4,2,Female,951,76,5349.375,air,Flying Serpent
9933,4,0,Female,1081,69,6080.625,air,Serpent
9934,4,2,Female,240,127,1350.0,cave,Drake
9935,4,2,Male,202,112,1136.25,volcanoes,Drake
9936,4,2,Female,221,121,1243.125,volcanoes,Drake
9937,4,2,Male,856,85,4815.0,air,Flying Serpent
9938,4,0,Male,913,65,5135.625,air,Serpent
9939,4,2,Female,225,140,1265.625,volcanoes,Drake
9940,4,2,Male,560,220,3150.0,cave,Dragon
9941,4,4,Male,589,386,3313.125,mountain,Dragon
9942,4,2,Female,727,551,4089.375,volcanoes,Dragon
9943,4,0,Female,818,62,4601.25,water,Serpent
9944,4,2,Male,467,334,2626.875,cave,Dragon
9945,0,0,Male,902,52,5073.75,cave,Wyrm
9946,4,2,Male,818,81,4601.25,air,Flying Serpent
9947,4,2,Female,244,134,1372.5,mountain,Drake
9948,0,0,Female,1142,38,6423.75,swamp,Wyrm
9949,4,2,Male,210,122,1181.25,cave,Drake
9950,4,2,Male,829,75,4663.125,air,Flying Serpent
9951,4,0,Female,748,60,4207.5,air,Serpent
9952,4,2,Male,729,82,4100.625,air,Flying Serpent
9953,2,2,Male,212,153,1192.5,volcanoes,Wyvern
9954,2,2,Female,252,161,1417.5,mountain,Drake
9955,2,2,Female,253,119,1423.125,woods,Drake
9956,4,2,Female,805,83,4528.125,air,Flying Serpent
9957,4,4,Female,609,277,3425.625,volcanoes,Dragon
9958,4,6,Female,761,592,4280.625,mountain,Dragon
9959,4,2,Male,664,84,3735.0,air,Flying Serpent
9960,4,2,Male,770,93,4331.25,air,Flying Serpent
9961,2,2,Female,235,111,1321.875,air,Drake
9962,2,2,Female,404,274,2272.5,volcanoes,Wyvern
9963,4,6,Female,645,311,3628.125,mountain,Dragon
9964,2,2,Male,175,98,984.375,mountain,Drake
9965,4,6,Female,537,342,3020.625,cave,Dragon
9966,4,2,Female,223,174,1254.375,air,Drake
9967,4,2,Male,210,132,1181.25,volcanoes,Drake
9968,4,2,Male,514,329,2891.25,cave,Dragon
9969,4,4,Female,816,325,4590.0,cave,Dragon
9970,0,0,Female,1295,43,7284.375,swamp,Wyrm
9971,4,0,Female,928,63,5220.0,water,Serpent
9972,4,2,Female,239,149,1344.375,cave,Drake
9973,0,0,Male,873,55,4910.625,swamp,Wyrm
9974,4,0,Female,767,52,4314.375,water,Serpent
9975,4,4,Female,761,586,4280.625,mountain,Dragon
9976,4,2,Female,260,154,1462.5,mountain,Drake
9977,2,2,Female,467,281,2626.875,volcanoes,Wyvern
9978,2,4,Female,332,221,1867.5,volcanoes,Wyvern
9979,4,2,Male,915,83,5146.875,air,Flying Serpent
9980,4,2,Male,472,441,2655.0,mountain,Dragon
9981,4,6,Female,505,466,2840.625,mountain,Dragon
9982,2,2,Female,255,134,1434.375,woods,Drake
9983,2,4,Male,340,147,1912.5,volcanoes,Wyvern
9984,2,2,Male,208,96,1170.0,volcanoes,Drake
9985,4,2,Male,816,88,4590.0,air,Flying Serpent
9986,2,2,Female,226,150,1271.25,cave,Drake
9987,4,0,Male,990,71,5568.75,air,Serpent
9988,4,6,Female,755,302,4246.875,cave,Dragon
9989,4,4,Female,649,394,3650.625,mountain,Dragon
9990,4,2,Male,781,87,4393.125,air,Flying Serpent
9991,4,2,Female,705,497,3965.625,cave,Dragon
9992,4,4,Male,434,538,2441.25,cave,Dragon
9993,4,0,Female,916,63,5152.5,water,Serpent
9994,0,0,Male,891,60,5011.875,cave,Wyrm
9995,4,2,Female,747,424,4201.875,mountain,Dragon
9996,2,2,Female,233,145,1310.625,air,Drake
9997,4,0,Female,1061,53,5968.125,water,Serpent
9998,2,2,Male,185,133,1040.625,desert,Drake
9999,2,2,Female,243,158,1366.875,air,Drake
10000,4,0,Female,988,60,5557.5,water,Serpent
10001,0,0,Female,1090,38,6131.25,swamp,Wyrm
10002,2,2,Male,214,134,1203.75,air,Drake
10003,4,2,Male,585,90,3290.625,air,Flying Serpent
10004,2,2,Female,261,162,1468.125,air,Drake
10005,4,0,Male,649,76,3650.625,water,Serpent
10006,2,2,Female,228,168,1282.5,woods,Drake
10007,0,0,Female,1221,46,6868.125,swamp,Wyrm
10008,4,2,Male,424,286,2385.0,mountain,Dragon
10009,4,2,Female,225,168,1265.625,air,Drake
10010,4,6,Male,552,273,3105.0,volcanoes,Dragon
10011,4,6,Male,590,526,3318.75,volcanoes,Dragon
10012,2,2,Female,229,167,1288.125,desert,Drake
10013,4,0,Female,892,74,5017.5,air,Serpent
10014,4,2,Male,194,135,1091.25,woods,Drake
10015,2,2,Male,209,98,1175.625,cave,Drake
10016,4,2,Female,1063,72,5979.375,air,Flying Serpent
10017,0,0,Male,909,52,5113.125,swamp,Wyrm
10018,4,2,Male,215,115,1209.375,volcanoes,Drake
10019,2,4,Male,363,224,2041.875,volcanoes,Wyvern
10020,4,2,Male,206,118,1158.75,volcanoes,Drake
10021,4,2,Male,748,93,4207.5,air,Flying Serpent
10022,4,2,Male,582,85,3273.75,air,Flying Serpent
10023,0,0,Male,1166,63,6558.75,cave,Wyrm
10024,2,2,Male,212,141,1192.5,mountain,Drake
10025,4,0,Female,768,64,4320.0,air,Serpent
10026,4,2,Female,224,117,1260.0,cave,Drake
10027,2,2,Female,586,163,3296.25,volcanoes,Wyvern
10028,4,0,Male,597,66,3358.125,water,Serpent
